drug_id,name,units
341,"Lignocaine + glucose (7.5%,heavy)",ml
342,Magnesium sulphate (50%),ml
343,Methylprednisolone (40mg Injection),tab(s)
344,Metronidazole (5mg/ml Injection),ml
345,Morphine sulphate (15mg/ml Injection),ml
346,Neostigmine (2.5mg injection),tab(s)
347,Oxytocin (10IU/ml),IU/ML
348,Paraldehyde (10ml),ml
349,Pethidine hydrochloride (50mg/1ml),ml
350,Phytomenadione (10mg/ml Vit K),ml
351,Potassium chloride (20%),ml
352,Promethazine HCl (25mg/ml),ml
353,Salbutamol (resp solution 5mg/ml),ml
354,Salbutamol,ml
355,Suxamethonium chloride (50mg/ml),ml
356,"Thiopentone sodium (500mg, PFR)",tab(s)
357,Water for injections,ml
358,Rabies vaccine,
359,Tetanus antitoxin (1500 IU),IU
360,Vecuronium (4mg/ml Injecion),mg/ml
361,Ferrous Syrup (60mg/5ml),mg/ml
362,Ampicillin (500 mg injection PRF),tab(s)
363,Benzylpenicillin (5mu),mu
364,Bupivacaine spinal (0.5%),ml
365,"Cefotaxime (500mg, PFR)",tab(s)
366,"Chloramphenicol succinate (1g, PFR)",g
367,Chlorpromazine HCl (25mg/ml),ml
368,Ergometrine+Oxytocin,ml
369,Antacid Susp (Mag/Alumin),
370,Magnesium trisilicate compound,
371,Frusemide (40mg tablet),tab(s)
372,Vitamin B complex (strong tablets),tab(s)
373,Vitamin (tablets),tab(s)
374,Cephalexin 250mg capsule,tab(s)
375,Isosorbide dinitrate (10mg tablet),tab(s)
376,Metronidazole 200mg tablet,tab(s)
377,Artesunate + Amodiaquine 50+153mg,tab(s)
378,Amphotericin B (50mg injection),tab(s)
379,Ampicillin (250mg injection PFR),tab(s)
380,"Benzylpenicillin (1g,PFR)",g
381,Gentamicin (20mg/ml Injection),ml
382,Haloperidol 5mg/ml injection,ml
383,Melarsoprol (Mel B) 3.6% (6ml),ml
384,Metoclopramide hydrochloride (5mg/ml),mg/ml
385,Phytomenadione (2mg/ml Vitamin K),mg/ml
386,Salbutamol sulphate 1mg/ml,ml
387,Suramin sodium (1g injection),g
388,Tetanus antitoxin (20000 IU),IU
389,Anti-snakebite serum,unit
390,Acyclovir eye ointment 3%,application
391,Alcohol 96%,application
392,Atropine sulphate eye ointment 1%,application
393,Benzoic acid 6% + salicylic acid 3% ointment,application
394,Bismuth subgallate compound suppositories,item
395,Chloramphenicol 5% ear drops,drop(s)
396,Chloremphenicol eye drops 0.5%,drop(s)
397,Chlorhexadine 1.5% solution,ml
398,Erythromycin (60mg/5ml suspension),ml
399,Fluorescein sodium eye drops 1% (Minims),drop(s)
400,"Glycerine suppositories (adult), 4g",item
401,"Glycerine suppositories (child), 2g",item
402,Halofantrine suspension 100mg/5ml,ml
403,"Iodine solution, weak (iodine tincture)",application
404,Ketoconazole suspension 100mg/5ml,ml
405,Salicylic acid ointment 5% (in YSP base),application
406,Salicylic acid ointment 5% (in EO base),application
407,Zinc oxide 15% ointment (in EO base),application
408,Zinc oxide 15% ointment + sulphur 5%,application
409,Zinc paste compount + sulphur 5%,application
410,Soluble Insulin,unit(s)
555,Amitriptyline (50mg tablet),
556,Lisinopril (10mg tablet),tab(s)
557,Lisinopril (20mg tablet),tab(s)
558,Amlodipine (5mg tablet),tab(s)
559,Amlodipine (10mg tablet),tab(s)
560,Propanolol (40mg tablet),tab(s)
561,Propanolol (80mg),tab(s)
562,Acyclovir (800mg tablet),tab(s)
563,Chloramphenicol (500mg),tab(s)
564,Flucloxacillin (500mg),tab(s)
565,Fluconazole (400mg),tab(s)
566,Fluconazole (50mg),tab(s)
567,Fluconazole (800mg),tab(s)
568,Atavaquone (750 mg),tab(s)
569,Beclomethasone Inhaler,
570,Bisacodyl (10mg),tab(s)
571,Captopril,
572,Clindamycin (300mg),tab(s)
573,Clotrimazole pessaries,
574,Codeine (30mg),tab(s)
575,Cotrimoxazole (1920mg),tab(s)
576,Cotrimoxazole (960mg),tab(s)
577,Dapsone,
578,Diazepam,
579,Digoxin,
580,Fefol (450 mg),tab(s)
581,Frusemide (80 mg),tab(s)
582,Ibuprofen (800mg),tab(s)
583,Indomethacin (400mg),tab(s)
584,Isosorbide Dinitrate (20mg),tab(s)
585,Isosorbide Mononitrate (20mg),tab(s)
586,Loperamide (4mg),tab(s)
587,Magnesium Trisilicate (500mg),tab(s)
588,Metronidazole (2g),g
589,Metronidazole (400mg),tab(s)
590,Miconazole gum patch,tablet
591,Morphine Sulphate Tablets (10mg),tab(s)
592,Multivitamin,
593,Nalidixic acid (500mg),tab(s)
594,Nystatin pessaries,
595,Omeprazole (40mg),tab(s)
596,ORS,
597,Paracetamol (1g),g
598,Praziquantel (1200 mg),tab(s)
599,Prednisolone (40mg),tab(s)
600,Prednisolone (60mg),tab(s)
601,Prednisolone (20 mg),tab(s)
